location,total_sqft,bath,price,bhk
Banashankari Stage III,2400,4,240,4
Banashankari Stage III,1350,2,68,3
Banashankari Stage III,2000,4,100,4
Banashankari Stage III,1305,2,59,3
Banashankari Stage III,1305,2,60,3
Banashankari Stage III,1200,2,42,2
Banashankari Stage III,1305,2,59,3
Banashankari Stage III,1480,3,75.48,3
Banashankari Stage III,1305,2,59,3
Banashankari Stage III,1304,2,111,2
Banashankari Stage III,3000,6,150,6
Banashankari Stage III,1085,2,50,2
Banashankari Stage III,1500,2,100,3
Banashankari Stage III,2100,3,147,4
Banashankari Stage III,1420,2,95,3
Banashankari Stage V,1300,2,58.5,3
Banashankari Stage V,1305,2,49,3
Banashankari Stage V,1035,2,35.77,2
Banashankari Stage V,1355,2,61,3
Banashankari Stage V,1510,3,47.57,3
Banashankari Stage V,1650,3,51.98,3
Banashankari Stage V,1630,3,51.35,3
Banashankari Stage V,1510,3,47.57,3
Banashankari Stage V,1315,2,49,3
Banashankari Stage V,1540,3,48.51,3
Banashankari Stage V,920,2,41.5,2
Banashankari Stage VI,1177.5,2,59.935,2
Banashankari Stage VI,4800,4,190,4
Banashankari Stage VI,2800,4,89,4
Banashankari Stage VI,2200,4,195,4
Banashankari Stage VI,1160,2,59,2
Banashankari Stage VI,1180,2,59.47,2
Banashankari Stage VI,1423,2,71.73,3
Banashankari Stage VI,1392,3,69.46,3
Banashankari Stage VI,1410.5,2,70.385,3
Banashankari Stage VI,4800,3,200,4
Banaswadi,1184,2,53,2
Banaswadi,1145,2,55,2
Banaswadi,1250,2,60,2
Banaswadi,1365,2,73,2
Banaswadi,1903,6,140,5
Banaswadi,1222,2,80,2
Banaswadi,870,2,38,2
Banaswadi,1200,2,60,2
Banaswadi,1600,3,74.5,3
Banaswadi,527,1,35,1
Banaswadi,1340,2,73,2
Banaswadi,1008,2,52,2
Banaswadi,1105,2,57,2
Banjara Layout,1200,2,70,2
Banjara Layout,1050,2,64.8,2
Banjara Layout,753,3,59.5,2
Banjara Layout,2500,4,140,3
Bannerghatta,3012,6,250,4
Bannerghatta,1665,3,110,3
Bannerghatta,2370,4,195,3
Bannerghatta,1100,2,66,2
Bannerghatta,2895.5,2,246,4
Bannerghatta,1113,2,70,2
Bannerghatta,1200,2,73.2,2
Bannerghatta,1070,2,87,2
Bannerghatta,1776,3,124,3
Bannerghatta,1776,3,150,3
Bannerghatta Road,500,1,18.5,1
Bannerghatta Road,1050,2,65,2
Bannerghatta Road,1170,2,66,3
Bannerghatta Road,595,1,33.32,1
Bannerghatta Road,1445,3,95,3
Bannerghatta Road,1640,2,120,3
Bannerghatta Road,1380,3,58,4
Bannerghatta Road,1460,2,90,3
Bannerghatta Road,1556,2,59.13,3
Bannerghatta Road,1179,2,66.02,2
Bannerghatta Road,1122.5,2,58.935,2
Bannerghatta Road,793,2,45,2
Bannerghatta Road,1484,3,52.5,3
Bannerghatta Road,1400,2,78,2
Bannerghatta Road,2700,5,158,5
Bannerghatta Road,1215,2,50,2
Bannerghatta Road,1654,3,100,3
Bannerghatta Road,1181,2,55,2
Bannerghatta Road,1460,2,72,3
Bannerghatta Road,1200,2,75,2
Bannerghatta Road,1760,3,67,3
Bannerghatta Road,595,1,31.83,1
Bannerghatta Road,1105,2,51,2
Bannerghatta Road,1255,2,65.26,2
Bannerghatta Road,1550,3,78,3
Bannerghatta Road,1550,3,82,3
Bannerghatta Road,1550,2,75,3
Bannerghatta Road,1650,3,122,3
Bannerghatta Road,912,2,55,2
Bannerghatta Road,1218,2,73,2
Bannerghatta Road,1427,2,48.51,3
Bannerghatta Road,1115,2,65.12,2
Bannerghatta Road,1344,2,42,3
Bannerghatta Road,1893,3,100,3
Bannerghatta Road,1600,3,95,3
Bannerghatta Road,1275,2,65,2
Bannerghatta Road,892,2,39,2
Bannerghatta Road,1880,3,95,3
Bannerghatta Road,1260,2,70,2
Bannerghatta Road,1788,3,90,3
Bannerghatta Road,1157,2,40,2
Bannerghatta Road,1150,2,65,2
Bannerghatta Road,10000,4,450,4
Bannerghatta Road,1100,2,39,2
Bannerghatta Road,1400,3,68,3
Bannerghatta Road,1725,3,110,3
Bannerghatta Road,1850,6,150,6
Bannerghatta Road,9000,4,390,3
Bannerghatta Road,950,2,38,2
Bannerghatta Road,1220,2,80,2
Bannerghatta Road,1130,2,78,2
Bannerghatta Road,1350,2,51,3
Bannerghatta Road,1486,3,83.22,3
Bannerghatta Road,1460,2,75,3
Bannerghatta Road,1015,2,48,2
Bannerghatta Road,1115,2,61,2
Bannerghatta Road,1136,2,48,2
Bannerghatta Road,2700,4,260,4
Bannerghatta Road,1200,2,69,3
Bannerghatta Road,1465,2,76,3
Bannerghatta Road,1302.5,2,67.73,2
Bannerghatta Road,1200,2,65,2
Bannerghatta Road,1240,2,65,2
Bannerghatta Road,1476,3,125,3
Bannerghatta Road,1100,2,52,3
Bannerghatta Road,1532.5,3,84.29,3
Bannerghatta Road,1465,2,45.87,3
Bannerghatta Road,1268,2,69,2
Bannerghatta Road,1450,2,87,3
Bannerghatta Road,2932,5,195,4
Bannerghatta Road,1450,3,44,3
Bannerghatta Road,1625,2,75,3
Bannerghatta Road,960,2,58,2
Bannerghatta Road,1750,3,130,3
Bannerghatta Road,1275,2,73,2
Bannerghatta Road,1430,3,59,3
Bannerghatta Road,1240,2,71,2
Bannerghatta Road,1305,2,60,3
Bannerghatta Road,1215,2,68,2
Bannerghatta Road,1215,2,68,2
Bannerghatta Road,1894,3,115,3
Bannerghatta Road,1655,2,62.89,3
Bannerghatta Road,1693,3,89,3
Bannerghatta Road,1280,2,60.16,2
Bannerghatta Road,3230,5,165,4
Bannerghatta Road,630,1,35,1
Bannerghatta Road,1215,2,68,2
Bannerghatta Road,1365,3,76.18,3
Bannerghatta Road,1115,2,78,2
Bannerghatta Road,1532.5,3,79.465,3
Bannerghatta Road,1535,3,60,3
Bannerghatta Road,1655,3,90,3
Bannerghatta Road,1247,2,47.39,2
Bannerghatta Road,1237.5,2,49.49,2
Bannerghatta Road,1650,3,94,3
Bannerghatta Road,905,2,65,2
Bannerghatta Road,1000,2,50,2
Bannerghatta Road,2185,3,120,4
Bannerghatta Road,1012,2,45,2
Bannerghatta Road,1725,3,85,3
Bannerghatta Road,1460,2,80,3
Bannerghatta Road,1340,2,85,2
Bannerghatta Road,1711,3,125,3
Bannerghatta Road,1520,2,81,3
Bannerghatta Road,2826,3,148,3
Bannerghatta Road,1115,2,61,2
Bannerghatta Road,1154,2,47,2
Bannerghatta Road,1000,2,44.5,2
Bannerghatta Road,1250,2,48,2
Bannerghatta Road,1640,3,105,3
Bannerghatta Road,1656,2,62.93,3
Bannerghatta Road,1012,2,44,2
Bannerghatta Road,1527,3,115,3
Bannerghatta Road,1660,3,85,3
Bannerghatta Road,1880,3,96.5,3
Bannerghatta Road,1550,3,96,3
Bannerghatta Road,1200,2,78,2
Bannerghatta Road,1885,3,125,3
Bannerghatta Road,1453,2,73,3
Bannerghatta Road,1450,2,78,3
Bannerghatta Road,700,1,31.2,1
Bannerghatta Road,1630,3,68,3
Bannerghatta Road,1400,3,69,3
Bannerghatta Road,905,2,58,2
Bannerghatta Road,1465,2,75,3
Bannerghatta Road,1920,3,122,3
Bannerghatta Road,2400,4,180,4
Bannerghatta Road,1660,3,80,3
Bannerghatta Road,1270,2,45,2
Bannerghatta Road,1520,2,80,3
Bannerghatta Road,1270,2,73,3
Bannerghatta Road,1846,3,120,3
Bannerghatta Road,3000,4,140,4
Bannerghatta Road,1122.5,2,61.74,2
Bannerghatta Road,1655,3,95,3
Bannerghatta Road,1206,2,53,2
Bannerghatta Road,1150,2,55,2
Bannerghatta Road,1215,2,65,2
Bannerghatta Road,1510,2,110,3
Bannerghatta Road,1022,2,35,2
Bannerghatta Road,1246,2,47.35,2
Bannerghatta Road,1470,2,85,3
Bannerghatta Road,1160,2,45,2
Bannerghatta Road,970,2,57,2
Bannerghatta Road,1527,3,142,3
Basavangudi,1500,2,143,3
Basavangudi,1850,3,168,3
Basavangudi,1036,2,105,2
Basavangudi,2600,4,260,4
Basavangudi,1600,2,160,3
Basavangudi,1560,2,145,2
Basavangudi,1825,3,175,3
Basavangudi,1800,3,195,3
Basavangudi,1100,2,93,2
Basavangudi,1542.14,3,120,3
Basavangudi,1050,2,103,2
Basavangudi,1350,2,130,3
Basavangudi,1485,3,140,3
Basavangudi,1180,2,124,2
Basavangudi,1600,3,130,3
Basavangudi,1200,2,120,2
Basavangudi,1850,3,150,3
Basavangudi,2453,3,250,4
Basaveshwara Nagar,4500,5,415,5
Basaveshwara Nagar,1865,3,145,3
Basaveshwara Nagar,1200,2,90,2
Basaveshwara Nagar,2400,4,310,5
Basaveshwara Nagar,1200,2,80,2
Basaveshwara Nagar,900,2,60,2
Basaveshwara Nagar,1900,3,150,3
Basaveshwara Nagar,1200,2,85,2
Basaveshwara Nagar,1200,2,70,2
Battarahalli,1200,2,65,2
Battarahalli,1779,3,89.61,3
Battarahalli,1300,2,50,2
Battarahalli,1945,3,97.42,3
Battarahalli,1777,3,100,3
Battarahalli,1135,2,43,2
Battarahalli,1276,2,45,2
Battarahalli,1880,3,94.36,3
Battarahalli,1071,2,62,2
Battarahalli,1165,2,43,2
Battarahalli,1636,2,82.89,2
Battarahalli,1779,3,90,3
Battarahalli,1516,3,65,3
Battarahalli,1090,2,38.37,2
Battarahalli,2082,3,104,3
Battarahalli,2024,3,103,3
Battarahalli,1097,2,49,2
Begur,1664,4,65,4
Begur,1419,2,59,3
Begur,1580,3,75,3
Begur,1559,3,63,3
Begur,1445,2,47.1,3
Begur,1475,2,74,3
Begur,3500,4,185,3
Begur,1100,2,55,2
Begur,1306,2,65,2
Begur,1304,3,65,3
Begur,1411,2,60,3
Begur,815,2,40,2
Begur,1443,2,70,3
Begur Road,1200,2,44,2
Begur Road,1200,2,46.8,2
Begur Road,1160,2,44,2
Begur Road,1584,3,65,3
Begur Road,1500,2,54,3
Begur Road,1615,3,59.76,3
Begur Road,1200,2,43.2,2
Begur Road,1160,2,44.08,2
Begur Road,1200,2,45,2
Begur Road,1615,3,60,3
Begur Road,1410,2,53,3
Begur Road,1200,2,37.8,2
Begur Road,1160,2,40.59,2
Begur Road,1260,2,46.62,2
Begur Road,1600,3,58.14,3
Begur Road,1410,2,44.42,3
Begur Road,1500,2,70,3
Begur Road,1160,2,42,2
Begur Road,1240,2,39.06,2
Begur Road,1200,2,45,2
Begur Road,1500,2,55,3
Begur Road,1410,2,52.17,3
Begur Road,1615,3,58,3
Begur Road,1583,3,74.4,3
Begur Road,1170,2,46,2
Begur Road,1160,2,42.92,2
Begur Road,1410,2,52.17,3
Begur Road,1410,2,50.06,3
Begur Road,1565,2,59.76,3
Begur Road,1160,2,42,2
Begur Road,1400,2,50.06,3
Begur Road,1410,2,53.58,3
Begur Road,1200,2,45,2
Begur Road,1200,2,42.6,2
Begur Road,1160,2,42,2
Begur Road,1334,2,42.69,2
Begur Road,1565,2,57.91,3
Begur Road,1200,2,45.6,2
Begur Road,1215,2,43.13,2
Begur Road,1160,2,36.54,2
Begur Road,1615,3,50.87,3
Begur Road,1200,2,44.4,2
Begur Road,1565,2,49.3,3
Begur Road,1260,2,39.69,2
Begur Road,2464.5,6,118,4
Begur Road,1160,2,44,2
Begur Road,1410,2,49.34,3
Begur Road,952,2,42,2
Begur Road,1565,2,56.34,3
Begur Road,1565,2,56,3
Begur Road,1200,2,42,2
Begur Road,1240,2,45.88,2
Begur Road,1200,3,50,3
Begur Road,1410,2,44.42,3
Begur Road,1200,2,44,2
Begur Road,1500,2,47.25,3
Begur Road,1100,2,42.6,2
Begur Road,1565,2,57.91,3
Begur Road,1200,2,44.4,2
Begur Road,1160,2,36.54,2
Begur Road,1215,2,43.75,2
Begur Road,1200,2,44.73,2
Begur Road,1160,2,42,2
Begur Road,1410,2,54.99,3
Bellandur,1767,3,103,3
Bellandur,1205,2,66,2
Bellandur,1250,2,76,2
Bellandur,1000,2,50,2
Bellandur,1281,2,74,2
Bellandur,921,2,40,2
Bellandur,2025,4,109,4
Bellandur,1490,2,98,3
Bellandur,1398,3,68,3
Bellandur,2039,3,168,3
Bellandur,1605,3,85,3
Bellandur,1692,3,88,3
Bellandur,1220,2,60,2
Bellandur,1299,2,82,2
Bellandur,900,2,56,2
Bellandur,1350,2,79,2
Bellandur,1286,2,57,2
Bellandur,3016,4,230,4
Bellandur,1457,2,85,2
Bellandur,1195,2,51,2
Bellandur,1050,2,72,2
Bellandur,3600,4,260,4
Bellandur,1310,2,72,2
Bellandur,924,2,35.11,2
Bellandur,1785,3,118,3
Bellandur,1051,2,60,2
Bellandur,1450,3,68,3
Bellandur,1060,2,65,2
Bellandur,1100,2,62,2
Bellandur,1550,2,59,2
Bellandur,924,2,35.11,2
Bellandur,1400,2,44.81,3
Bellandur,1685,3,100,3
Bellandur,982,2,55,2
Bellandur,981,2,37.28,2
Bellandur,1205,2,59,2
Bellandur,1063,2,58,2
Bellandur,1201,2,59.99,2
Bellandur,1325,2,65,2
Bellandur,1281,2,87,2
Bellandur,2000,3,85,3
Bellandur,1200,2,52,2
Bellandur,1785,3,120,3
Bellandur,1088,2,48,2
Bellandur,1310,2,85,2
Bellandur,982,2,37.28,2
Bellandur,1465,3,90,2
Bellandur,1767,3,109,3
Bellandur,924,2,35.11,2
Bellandur,3600,4,245,4
Bellandur,1170,2,46.79,2
Bellandur,1150,2,69.44,2
Bellandur,1200,2,45,2
Bellandur,1830,3,90,3
Bellandur,1410,3,92,2
Bellandur,950,2,35,2
Bellandur,1015,2,60,2
Bellandur,2500,4,112,3
Bellandur,1685,3,101,3
Bellandur,1735,3,105,3
Bellandur,1685,3,115,3
Bellandur,1846,3,135,3
Bellandur,1049,2,51,2
Bellandur,1350,2,63,3
Bellandur,1211,2,63,2
Bellandur,1717,3,110,3
Bellandur,1420,3,62,3
Bellandur,1185,2,47.39,2
Bellandur,1200,2,62,2
Bellandur,1767,3,89,3
Bellandur,1830,3,89,3
Bellandur,2400,3,115,3
Bellandur,1251,2,47,2
Bellandur,1665,3,85,3
Bellandur,960,2,48,2
Bellandur,1690,2,116,3
Bellandur,950,1,40,1
Bellandur,850,2,45,2
Bellandur,1454,2,90,2
Bellandur,1830,3,91.86,3
Bellandur,1195,2,52,2
Bellandur,1435,2,115,3
Bellandur,1830,3,89.89,3
Bellandur,1260,2,83.5,2
Bellandur,1535,3,90,3
Bellandur,1047,2,75,2
Bellandur,1096,2,40,2
Bellandur,1262,2,47,2
Benson Town,3200,4,350,3
Benson Town,4460,5,650,4
Benson Town,2850,4,470,3
Benson Town,1300,2,120,2
Benson Town,1567,3,140,2
Benson Town,3633,6,550,4
Benson Town,1688.12,2,270,2
Benson Town,1805,3,280,3
Benson Town,1688,2,280,2
Bharathi Nagar,1322,2,68,2
Bharathi Nagar,1351,2,70,2
Bharathi Nagar,1384,2,59,2
Bharathi Nagar,1351,2,74,2
Bharathi Nagar,1432,2,68,2
Bharathi Nagar,1664,3,69.89,3
Bharathi Nagar,1349,2,56.7,2
Bharathi Nagar,1328,2,69,2
Bharathi Nagar,1300,2,55.86,2
Bhoganhalli,1670,3,99,3
Bhoganhalli,2119,4,111,4
Bhoganhalli,1718,3,90.2,3
Bhoganhalli,1444,2,75.97,2
Bhoganhalli,1447,2,75.97,2
Bhoganhalli,1700,3,126,3
Bhoganhalli,1447,2,75.97,2
Bhoganhalli,2072.5,2,111,4
Bhoganhalli,1610,3,84.53,3
Bhoganhalli,1974,4,106,4
Bhoganhalli,2171,4,111,4
Bhoganhalli,1760,3,127,3
Bhoganhalli,2119,4,111,4
Bhoganhalli,1447,2,75.97,2
Bhoganhalli,1949,3,129,3
Bhoganhalli,1760,3,128,3
Bhoganhalli,1447,2,75.97,2
Bhoganhalli,2439,4,185,4
Bhoganhalli,1395,2,70,3
Bhoganhalli,2119,4,111,4
Bhoganhalli,1458,3,78.45,3
Bhoganhalli,1444,2,75.97,2
Bhoganhalli,1205,2,64.47,2
Bhoganhalli,1447,2,75.97,2
Bhoganhalli,2439,5,170,4
Bhoganhalli,2119,4,111,4
Bhoganhalli,1205,2,68.32,2
Bhoganhalli,1260,2,69.9,2
Bhoganhalli,2439,4,170,4
Bhoganhalli,1707,3,115,3
Bhoganhalli,1610,3,84.53,3
Bhoganhalli,970,2,52.5,2
Bhoganhalli,1718,3,90.2,3
Bhoganhalli,1277,2,79.89,2
Bhoganhalli,2119,4,111,4
Bhoganhalli,1703,3,120,3
Billekahalli,1935,3,110,3
Billekahalli,1125,2,62,2
Billekahalli,1650,3,88,3
Billekahalli,1090,2,52,2
Billekahalli,1112,2,62,2
Billekahalli,2400,3,150,3
Billekahalli,2968,3,225,3
Billekahalli,950,2,58.11,2
Billekahalli,1360,2,110,2
Billekahalli,1125,2,65,2
Billekahalli,950,2,56,2
Billekahalli,1290,3,62,3
Billekahalli,1805,3,134,3
Binny Pete,1755,3,122,3
Binny Pete,665,1,50.75,1
Binny Pete,2465,5,234,3
Binny Pete,2817.5,2,204,4
Binny Pete,1245,2,86.28,2
Binny Pete,660,1,54,1
Binny Pete,665,1,46.08,1
Binny Pete,660,1,62,1
Binny Pete,1365,2,122,2
Binny Pete,2940,6,280,4
Binny Pete,1795,3,139,3
Binny Pete,1740,3,150,3
Binny Pete,1970,3,164,3
Binny Pete,1516,3,147,3
Bisuvanahalli,1180,3,48,3
Bisuvanahalli,1075,2,35,3
Bisuvanahalli,1075,2,46,3
Bisuvanahalli,1075,2,36,3
Bisuvanahalli,1075,2,37,3
Bisuvanahalli,1075,2,45,3
Bisuvanahalli,1075,3,36,3
Bisuvanahalli,845,2,33,2
Bisuvanahalli,1075,2,45,3
Bisuvanahalli,845,2,37,2
Bisuvanahalli,1075,2,35.99,3
Bisuvanahalli,1075,2,36,3
Bisuvanahalli,845,2,29,2
Bisuvanahalli,1075,2,47,3
Bisuvanahalli,850,1,32,2
Bisuvanahalli,1075,2,50,3
Bisuvanahalli,1075,2,52,3
Bisuvanahalli,1180,2,46,3
Bisuvanahalli,1075,2,42,3
Bisuvanahalli,845,2,37,2
Bisuvanahalli,1075,2,43,3
Bisuvanahalli,700,1,32,2
Bisuvanahalli,1075,2,52,3
Bisuvanahalli,1075,2,50,3
Bisuvanahalli,1075,2,41,3
Bisuvanahalli,845,2,33,2
Bisuvanahalli,945,2,33,2
Bisuvanahalli,845,2,30,2
Bisuvanahalli,1200,2,41,3
Bisuvanahalli,1180,2,45,3
Bisuvanahalli,1075,2,43,3
Bisuvanahalli,1080,2,45,3
Bisuvanahalli,1180,2,55.5,3
Bisuvanahalli,1075,2,47,3
Bisuvanahalli,1075,2,48,3
Bisuvanahalli,1075,2,37,3
Bisuvanahalli,1075,2,45,3
Bisuvanahalli,1075,2,44,3
Bisuvanahalli,850,2,27,2
Bisuvanahalli,1075,2,42,3
Bisuvanahalli,845,2,32,2
Bisuvanahalli,1075,2,41.49,3
Bisuvanahalli,845,2,34,2
Bommanahalli,3000,8,140,8
Bommanahalli,520,1,19.5,1
Bommanahalli,515,1,25,1
Bommanahalli,1090,3,44,2
Bommanahalli,1375,3,59,3
Bommanahalli,1250,3,55,3
Bommanahalli,1850,3,90,3
Bommanahalli,910,2,45,2
Bommanahalli,1050,2,46,2
Bommanahalli,1100,1,55,2
Bommanahalli,1300,3,45,3
Bommanahalli,1350,2,72,2
Bommanahalli,2100,4,85,4
Bommanahalli,1307,2,50,2
Bommanahalli,1091,2,40,2
Bommanahalli,1160,2,53,2
Bommanahalli,1050,2,54,2
Bommasandra,1260,3,49.36,3
Bommasandra,1200,3,46,3
Bommasandra,1035,2,41,2
Bommasandra,1035,2,41.73,2
Bommasandra,1034,2,40,2
Bommasandra,877,2,30,2
Bommasandra,920,2,37.46,2
Bommasandra,1035,2,41.43,2
Bommasandra,1295,2,50.28,3
Bommasandra,1478,2,44,3
Bommasandra,1015,2,40,2
Bommasandra,1000,2,35,2
Bommasandra,955,2,35.28,2
Bommasandra,1005,2,39.77,2
Bommasandra,1014,2,35,2
Bommasandra,1020,2,40.89,2
Bommasandra,920,2,37.2,2
Bommasandra,800,1,32,2
Bommasandra,1280,3,50,3
Bommasandra,1942,3,90,3
Bommasandra,1127,2,45,2
Bommasandra,1400,2,45,3
Bommasandra,877,2,29,2
Bommasandra,1365,3,52.81,3
Bommasandra,842,2,30,2
Bommasandra,1260,3,49.36,3
Bommasandra,1365,3,52.82,3
Bommasandra,955,2,37.97,2
Bommasandra,1089,2,40,2
Bommasandra,1365,3,53.96,3
Bommasandra Industrial Area,1090,2,31.48,2
Bommasandra Industrial Area,1320,2,38.12,3
Bommasandra Industrial Area,1400,2,40.44,3
Bommasandra Industrial Area,1320,2,38.13,3
Bommasandra Industrial Area,1220,2,35.23,3
Bommasandra Industrial Area,1020,2,29.45,2
Bommasandra Industrial Area,1165,2,33.64,2
Bommasandra Industrial Area,1090,2,31.48,2
Bommasandra Industrial Area,1310,2,37.83,3
Bommasandra Industrial Area,1000,2,28.88,2
Bommasandra Industrial Area,1020,2,29.45,2
Bommasandra Industrial Area,1160,2,33.51,2
Bommasandra Industrial Area,1125,2,32.49,2
Bommasandra Industrial Area,1220,2,35.2,3
Bommasandra Industrial Area,1491,3,40.5,3
Bommasandra Industrial Area,1125,2,32.49,2
Bommasandra Industrial Area,1130,2,32.64,2
Bommasandra Industrial Area,1065,2,30.75,2
Bommenahalli,1200,3,125,3
Bommenahalli,1632,3,145,4
Bommenahalli,1670,3,135,4
Bommenahalli,1680,3,135,4
Bommenahalli,1632,3,128,4
Bommenahalli,3339,3,250,3
Bommenahalli,1355,3,135,4
Bommenahalli,1232,3,96,3
Bommenahalli,1632,3,140,4
Brookefield,1150,2,69,2
Brookefield,1142,2,70,2
Brookefield,1440,2,68,3
Brookefield,2169,4,115,3
Brookefield,1595,3,88,3
Brookefield,2800,4,240,4
Brookefield,1476,3,105,3
Brookefield,1700,4,152,4
Brookefield,1262,2,75,2
Brookefield,1139,2,80,2
Brookefield,1125,2,70,2
Brookefield,1420,3,85,3
Brookefield,3532,3,170,4
Brookefield,941,2,48,2
Brookefield,1595,2,75,3
Brookefield,1410,2,80,3
Brookefield,1100,2,55,2
Brookefield,2400,3,140,4
Brookefield,1225,2,66.5,2
Brookefield,1950,6,175,5
Brookefield,1080,2,50,2
Brookefield,1230,2,55,2
Brookefield,1200,2,75,2
Brookefield,1089,2,49,2
Brookefield,1130,2,56,2
Brookefield,1270,2,95,2
Brookefield,1706,3,115,3
Brookefield,1389,2,94,2
Brookefield,1750,2,75,3
Brookefield,1225,2,72,2
Brookefield,3675,4,176,4
Brookefield,1746,3,115,3
Brookefield,1518,3,80,3
Brookefield,1560,3,149,4
Brookefield,1589,3,74,3
Brookefield,1382,2,84.5,2
Brookefield,1260,2,70,2
Brookefield,1206,2,90,2
Brookefield,3050,4,130,4
Brookefield,1594,3,140,3
Budigere,1153,2,56.4,2
Budigere,1162,2,59.9,2
Budigere,1991,4,103,3
Budigere,1153,2,57,2
Budigere,1162,2,57,2
Budigere,1139,2,62,2
Budigere,1139,2,56.8,2
Budigere,1139,2,56.85,2
Budigere,1920,2,88,3
Budigere,1991,4,100,3
Budigere,664,1,35,1
Budigere,1820,3,93,3
Budigere,1636,3,85,3
Budigere,1444,2,70,2
Budigere,1991,4,88,3
Budigere,1139,2,60,2
Budigere,1820,3,85.5,3
Budigere,1820,3,93,3
Budigere,1820,3,85.4,3
Budigere,1162,2,58,2
Budigere,1636,3,85,3
Budigere,1636,3,92,3
Budigere,1087,2,54.3,2
Budigere,1820,3,89,3
Budigere,1149,2,65,2
Budigere,664,1,35.4,1
Budigere,1153,2,56.7,2
Budigere,1820,3,85,3
Budigere,1139,2,56.5,2
Budigere,1636,3,83,3
Budigere,664,1,34,1
Budigere,1820,3,85.2,3
Budigere,1162,2,58,2
Budigere,1153,2,60,2
Budigere,1820,3,99,3
Budigere,1172,2,56.725,2
Budigere,1590,3,76.16,3
Budigere,1820,3,85,3
Budigere,1820,3,95,3
Budigere,1991,4,100,3
Budigere,1820,3,95.5,3
Budigere,1153,2,56,2
Budigere,705,1,34.545,1
Budigere,1153,2,56.5,2
Budigere,1153,2,58,2
Budigere,1636,3,88,3
Budigere,1153,2,56.55,2
Budigere,1153,2,56.5,2
Budigere,1153,2,60,2
CV Raman Nagar,1550,3,65,3
CV Raman Nagar,1120,2,55,2
CV Raman Nagar,1070,2,55,2
CV Raman Nagar,740,2,37,2
CV Raman Nagar,1028,2,49,2
CV Raman Nagar,1392,2,98,2
CV Raman Nagar,1070,2,47.5,2
CV Raman Nagar,1825,3,126,3
CV Raman Nagar,1025,2,50,2
CV Raman Nagar,1525,2,67,3
CV Raman Nagar,1198,2,60,2
CV Raman Nagar,1560,2,85,2
CV Raman Nagar,1590,2,85,3
CV Raman Nagar,1100,2,58,2
CV Raman Nagar,1051,2,61,2
CV Raman Nagar,1435,2,60,3
CV Raman Nagar,1020,2,55,2
CV Raman Nagar,1285,2,65,2
CV Raman Nagar,1040,2,50,2
CV Raman Nagar,1392,2,95,2
CV Raman Nagar,705,2,50,1
CV Raman Nagar,1125,2,46,2
CV Raman Nagar,1400,2,78,3
CV Raman Nagar,1400,2,78,3
CV Raman Nagar,907,2,38,2
CV Raman Nagar,1480,3,65,3
CV Raman Nagar,1310,2,62,2
Chamrajpet,1475,2,120,3
Chamrajpet,1900,2,170,4
Chamrajpet,1350,2,180,2
Chamrajpet,1050,2,162,2
Chamrajpet,1660.4,4,211,4
Chamrajpet,505,1,85,1
Chamrajpet,1565,3,98.91,3
Chamrajpet,730,1,52,2
Chamrajpet,650,1,40,2
Chamrajpet,650,2,45,2
Chamrajpet,1650,3,115,3
Chandapura,650,1,17,2
Chandapura,645,1,16.45,1
Chandapura,645,1,16.45,1
Chandapura,800,1,20,2
Chandapura,1015,2,25.88,2
Chandapura,530,1,11.66,1
Chandapura,1208,3,45,3
Chandapura,1190,2,30.35,3
Chandapura,1200,2,32,2
Chandapura,1025,2,27.68,2
Chandapura,582.5,1,15.135,1
Chandapura,1015,2,25.88,2
Chandapura,1305,3,33.28,3
Chandapura,1065,2,33,3
Chandapura,850,1,18.5,2
Chandapura,1201,2,27,2
Chandapura,850,2,25.4,2
Chandapura,590,1,13.57,1
Chandapura,645,1,16.45,1
Chandapura,630,1,13.86,1
Chandapura,1185,2,30.22,3
Chandapura,1015,2,25.88,2
Chandapura,1107,2,43,3
Chandapura,520,1,14.04,1
Chandapura,1200,1,36,2
Chandapura,975,2,24.86,2
Chandapura,645,1,16.45,1
Chandapura,985,2,25.12,2
Chandapura,645,1,16.45,1
Chandapura,975,2,24.86,2
Chandapura,700,1,19,2
Chandapura,1190,2,30.35,3
Chandapura,1095,2,32,3
Chandapura,1891,2,66.165,4
Chandapura,1208.51,3,42,3
Chandapura,876,2,29.5,2
Chandapura,645,1,16.45,1
Chandapura,1505,2,42,3
Chandapura,1162.5,2,30.215,3
Chandapura,645,1,16.45,1
Chandapura,937,2,30,2
Chandapura,1025,2,27.68,2
Chandapura,975,2,24.86,2
Chandapura,800,2,25,2
Chandapura,645,1,16.45,1
Chandapura,778,2,25.29,2
Chandapura,1230,2,31.37,3
Chandapura,950,2,25.65,2
Chandapura,1200,2,36,2
Chandapura,645,1,16.45,1
Chandapura,922,2,36,2
Chandapura,1110,2,29.97,3
Chandapura,674,1,19.9,2
Chandapura,1225,3,33.08,3
Chandapura,1305,3,33.28,3
Chandapura,1230,2,31.37,3
Chandapura,1110,2,29.97,3
Chandapura,985,2,25.12,2
Chandapura,750,1,18.5,2
Chandapura,1025,2,27.68,2
Chandapura,1190,2,30.35,3
Chandapura,1015,2,25.88,2
Chandapura,1345,2,39.5,3
Chandapura,1033,2,30.47,3
Chandapura,971,2,38,3
